chart|date|executionTime|upstreamLatency|proxyLatency|responseCode
2017/02/05|02:01:01|0|0|0|0
2017/02/05|02:12:01|0|0|0|0
2017/02/05|02:22:01|0|0|0|0
2017/02/05|02:32:01|0|0|0|0
2017/02/05|02:42:01|0|0|0|0
2017/02/05|02:50:01|0|0|0|0
2017/02/05|03:02:01|0|0|0|0
2017/02/05|03:12:01|0|0|0|0
2017/02/05|03:22:01|0|0|0|0
2017/02/05|03:32:01|0|0|0|0
2017/02/05|03:40:01|0|0|0|0
2017/02/05|03:51:01|0|0|0|0
2017/02/05|04:02:01|0|0|0|0
2017/02/05|04:12:01|0|0|0|0
2017/02/05|04:22:01|0|0|0|0
2017/02/05|04:30:01|0|0|0|0
2017/02/05|04:42:07|0|0|0|0
2017/02/05|04:52:06|0|0|0|0
2017/02/05|05:02:01|0|0|0|0
2017/02/05|05:12:01|0|0|0|0
2017/02/05|05:22:01|0|0|0|0
2017/02/05|05:32:01|0|0|0|0
2017/02/05|05:42:01|0|0|0|0
2017/02/05|05:52:01|0|0|0|0
2017/02/05|06:02:01|0|0|0|0
2017/02/05|06:10:01|0|0|0|0
2017/02/05|06:22:01|0|0|0|0
2017/02/05|06:32:01|0|0|0|0
2017/02/05|06:42:01|0|0|0|0
2017/02/05|06:52:01|0|0|0|0
2017/02/05|07:02:01|0|0|0|0
2017/02/05|07:10:01|0|0|0|0
2017/02/05|07:22:01|0|0|0|0
2017/02/05|07:32:01|0|0|0|0
2017/02/05|07:42:01|0|0|0|0
2017/02/05|07:52:01|0|0|0|0
2017/02/05|08:02:01|0|0|0|0
2017/02/05|08:10:01|0|0|0|0
2017/02/05|08:22:01|0|0|0|0
2017/02/05|08:32:01|0|0|0|0
2017/02/05|08:42:01|0|0|0|0
2017/02/05|08:52:01|0|0|0|0
2017/02/05|09:01:01|0|0|0|0
2017/02/05|09:12:01|0|0|0|0
2017/02/05|09:22:01|0|0|0|0
2017/02/05|09:32:01|0|0|0|0
2017/02/05|09:42:01|0|0|0|0
2017/02/05|09:52:01|0|0|0|0
2017/02/05|10:02:01|0|0|0|0
2017/02/05|10:10:01|0|0|0|0
2017/02/05|10:22:01|0|0|0|0
2017/02/05|10:32:01|0|0|0|0
2017/02/05|10:42:01|0|0|0|0
2017/02/05|10:52:01|0|0|0|0
2017/02/05|11:02:01|0|0|0|0
2017/02/05|11:12:01|0|0|0|0
2017/02/05|11:22:01|0|0|0|0
2017/02/05|11:32:01|0|0|0|0
2017/02/05|11:42:01|0|0|0|0
2017/02/05|11:52:01|0|0|0|0
2017/02/05|12:02:01|0|0|0|0
2017/02/05|12:12:01|0|0|0|0
2017/02/05|12:22:01|0|0|0|0
2017/02/05|12:31:01|0|0|0|0
2017/02/05|12:42:01|0|0|0|0
2017/02/05|12:52:01|0|0|0|0
2017/02/05|13:02:01|0|0|0|0
2017/02/05|13:12:01|0|0|0|0
2017/02/05|13:22:01|0|0|0|0
2017/02/05|13:32:01|0|0|0|0
2017/02/05|13:42:01|0|0|0|0
2017/02/05|13:52:01|0|0|0|0
2017/02/05|14:02:01|0|0|0|0
2017/02/05|14:12:01|0|0|0|0
2017/02/05|14:21:01|0|0|0|0
2017/02/05|14:32:01|0|0|0|0
2017/02/05|14:42:01|0|0|0|0
2017/02/05|14:52:01|0|0|0|0
2017/02/05|15:02:01|0|0|0|0
2017/02/05|15:12:01|0|0|0|0
2017/02/05|15:22:01|0|0|0|0
2017/02/05|15:32:01|0|0|0|0
2017/02/05|15:42:01|0|0|0|0
2017/02/05|15:52:01|0|0|0|0
2017/02/05|16:02:01|0|0|0|0
2017/02/05|16:12:01|0|0|0|0
2017/02/05|16:22:01|0|0|0|0
2017/02/05|16:32:01|0|0|0|0
2017/02/05|16:42:01|0|0|0|0
2017/02/05|16:52:01|0|0|0|0
2017/02/05|17:02:01|0|0|0|0
2017/02/05|17:12:01|0|0|0|0
2017/02/05|17:22:01|0|0|0|0
2017/02/05|17:32:01|0|0|0|0
2017/02/05|17:41:01|0|0|0|0
2017/02/05|17:52:01|0|0|0|0
2017/02/05|18:02:01|0|0|0|0
2017/02/05|18:12:01|0|0|0|0
2017/02/05|18:22:01|0|0|0|0
2017/02/05|18:32:01|0|0|0|0
2017/02/05|18:40:01|0|0|0|0
2017/02/05|18:52:01|0|0|0|0
2017/02/05|19:02:01|0|0|0|0
2017/02/05|19:12:01|0|0|0|0
2017/02/05|19:22:01|0|0|0|0
2017/02/05|19:32:01|0|0|0|0
2017/02/05|19:42:01|0|0|0|0
2017/02/05|19:52:01|0|0|0|0
2017/02/05|20:02:01|0|0|0|0
2017/02/05|20:12:01|0|0|0|0
2017/02/05|20:22:01|0|0|0|0
2017/02/05|20:32:01|0|0|0|0
2017/02/05|20:42:01|0|0|0|0
2017/02/05|20:52:01|0|0|0|0
2017/02/05|21:02:01|0|0|0|0
2017/02/05|21:12:01|0|0|0|0
2017/02/05|21:22:01|0|0|0|0
2017/02/05|21:32:01|0|0|0|0
2017/02/05|21:42:01|0|0|0|0
2017/02/05|21:52:01|0|0|0|0
2017/02/05|22:02:01|0|0|0|0
2017/02/05|22:12:01|0|0|0|0
2017/02/05|22:22:01|0|0|0|0
2017/02/05|22:32:01|0|0|0|0
2017/02/05|22:42:01|0|0|0|0
2017/02/05|22:52:01|0|0|0|0
2017/02/05|23:02:01|0|0|0|0
2017/02/05|23:12:01|0|0|0|0
2017/02/05|23:22:01|0|0|0|0
2017/02/05|23:32:01|0|0|0|0
2017/02/05|23:42:01|0|0|0|0
2017/02/05|23:52:01|0|0|0|0
2017/02/06|00:02:01|0|0|0|0
2017/02/06|00:12:01|0|0|0|0
2017/02/06|00:22:01|0|0|0|0
2017/02/06|00:32:01|0|0|0|0
2017/02/06|00:42:01|0|0|0|0
2017/02/06|00:52:01|0|0|0|0
2017/02/06|01:00:05|0|0|0|0
2017/02/06|01:12:01|0|0|0|0
2017/02/06|01:22:01|0|0|0|0
2017/02/06|01:32:01|0|0|0|0
2017/02/06|01:42:01|0|0|0|0
2017/02/06|01:52:01|0|0|0|0
2017/02/06|02:02:01|0|0|0|0
2017/02/06|02:12:01|0|0|0|0
2017/02/06|02:22:01|0|0|0|0
2017/02/06|02:32:01|0|0|0|0
2017/02/06|02:42:01|0|0|0|0
2017/02/06|02:52:01|0|0|0|0
2017/02/06|03:02:01|0|0|0|0
2017/02/06|03:12:01|0|0|0|0
2017/02/06|03:22:01|0|0|0|0
2017/02/06|03:32:01|0|0|0|0
2017/02/06|03:42:01|0|0|0|0
2017/02/06|03:52:01|0|0|0|0
2017/02/06|04:02:01|0|0|0|0
2017/02/06|04:12:01|0|0|0|0
2017/02/06|04:22:01|0|0|0|0
2017/02/06|04:32:01|0|0|0|0
2017/02/06|04:42:01|0|0|0|0
2017/02/06|04:52:01|0|0|0|0
2017/02/06|05:01:01|0|0|0|0
2017/02/06|05:12:01|0|0|0|0
2017/02/06|05:22:01|0|0|0|0
2017/02/06|05:32:01|0|0|0|0
2017/02/06|05:42:01|0|0|0|0
2017/02/06|05:52:01|0|0|0|0
2017/02/06|06:02:01|0|0|0|0
2017/02/06|06:12:01|0|0|0|0
2017/02/06|06:22:01|0|0|0|0
2017/02/06|06:31:01|0|0|0|0
2017/02/06|06:40:01|0|0|0|0
2017/02/06|06:52:01|0|0|0|0
2017/02/06|07:02:01|0|0|0|0
2017/02/06|07:12:01|0|0|0|0
2017/02/06|07:20:01|0|0|0|0
2017/02/06|07:32:01|0|0|0|0
2017/02/06|07:42:01|0|0|0|0
2017/02/06|07:52:01|0|0|0|0
2017/02/06|08:02:01|0|0|0|0
2017/02/06|08:12:01|0|0|0|0
2017/02/06|08:22:01|0.679|121|4207|200
2017/02/06|08:30:01|0.405|156|485|200
2017/02/06|08:40:02|0.352|283|288|200
2017/02/06|08:50:01|0.535|241|0|200
2017/02/06|09:00:01|0.660|162|0|200
2017/02/06|09:10:01|0.533|192|0|200
2017/02/06|09:20:02|0.538|222|0|200
2017/02/06|09:30:01|0.539|132|0|200
2017/02/06|09:40:01|0.674|172|0|200
2017/02/06|09:50:01|0.592|177|0|200
2017/02/06|10:00:01|0.544|177|0|200
2017/02/06|10:10:01|0.530|213|0|200
2017/02/06|10:20:01|0.538|202|0|200
2017/02/06|10:30:01|0.535|182|0|200
2017/02/06|10:40:01|0.539|452|0|200
2017/02/06|10:50:01|0.545|204|0|200
2017/02/06|11:00:01|0.535|192|0|200
2017/02/06|11:10:01|0.529|186|0|200
2017/02/06|11:20:02|0.618|218|0|200
2017/02/06|11:30:01|0.525|62|74|200
2017/02/06|11:40:01|0.534|183|0|200
2017/02/06|11:50:01|0.563|352|0|200
2017/02/06|12:00:01|0.531|263|0|200
2017/02/06|12:10:01|0.536|382|0|200
2017/02/06|12:20:01|0.535|182|0|200
2017/02/06|12:30:01|0.544|131|0|200
2017/02/06|12:40:01|0.552|182|0|200
2017/02/06|12:50:02|0.530|572|0|200
2017/02/06|13:00:01|0.529|137|0|200
2017/02/06|13:10:01|0.534|492|0|200
2017/02/06|13:20:01|0.544|143|0|200
2017/02/06|13:30:01|0|0|0|0
2017/02/06|13:40:01|0.529|132|0|200
2017/02/06|13:50:01|0.539|212|0|200
2017/02/06|14:00:01|0.435|222|0|200
2017/02/06|14:10:01|0.531|146|0|200
2017/02/06|14:20:01|0.534|202|82|200
2017/02/06|14:30:01|0.539|170|0|200
2017/02/06|14:40:01|0.631|142|0|200
2017/02/06|14:50:01|0.537|202|0|200
2017/02/06|15:00:01|0.530|202|0|200
2017/02/06|15:10:01|0.528|282|0|200
2017/02/06|15:20:01|0.579|292|0|200
2017/02/06|15:30:01|0.535|174|0|200
2017/02/06|15:40:02|0.532|176|0|200
2017/02/06|15:50:02|0.548|190|0|200
2017/02/06|16:00:01|0.534|190|0|200
2017/02/06|16:10:01|0.529|203|0|200
2017/02/06|16:20:01|0.533|182|0|200
2017/02/06|16:30:01|0.534|437|0|200
2017/02/06|16:40:01|0.539|132|0|200
2017/02/06|16:50:01|0.567|122|0|200
2017/02/06|17:00:01|0.536|184|0|200
2017/02/06|17:10:01|0.535|152|0|200
2017/02/06|17:20:01|0.572|172|0|200
2017/02/06|17:30:01|0.540|117|0|200
2017/02/06|17:40:01|0.536|132|0|200
2017/02/06|17:50:01|0.626|149|0|200
2017/02/06|18:00:02|0.535|129|0|200
2017/02/06|18:10:01|0.528|242|0|200
2017/02/06|18:20:01|0.573|192|0|200
2017/02/06|18:30:01|0.517|130|0|200
2017/02/06|18:40:01|0.549|215|0|200
2017/02/06|18:50:01|0.531|184|0|200
2017/02/06|19:00:01|0.544|142|0|200
2017/02/06|19:10:01|0.531|162|0|200
2017/02/06|19:20:01|0.538|172|0|200
2017/02/06|19:30:01|0.537|142|0|200
2017/02/06|19:40:01|0.378|182|0|200
2017/02/06|19:50:01|0.533|179|0|200
2017/02/06|20:00:01|0.531|142|0|200
2017/02/06|20:10:01|0.628|342|0|200
2017/02/06|20:20:01|0.529|169|0|200
2017/02/06|20:30:01|0.551|142|0|200
2017/02/06|20:40:01|0.531|286|0|200
2017/02/06|20:50:01|0.535|185|0|200
2017/02/06|21:00:01|0.540|143|0|200
2017/02/06|21:10:01|0.524|192|0|200
2017/02/06|21:20:01|0.528|175|0|200
2017/02/06|21:30:01|0.532|166|0|200
2017/02/06|21:40:01|0.524|232|0|200
2017/02/06|21:50:01|0.514|212|0|200
2017/02/06|22:00:01|0.536|194|0|200
2017/02/06|22:10:01|0.533|132|0|200
2017/02/06|22:20:01|0.538|123|0|200
2017/02/06|22:30:01|0.534|131|0|200
2017/02/06|22:40:02|0.537|202|0|200
2017/02/06|22:50:01|0.529|182|0|200
2017/02/06|23:00:02|0.531|142|0|200
2017/02/06|23:10:01|0.519|242|0|200
2017/02/06|23:20:01|0.523|130|0|200
2017/02/06|23:30:01|0.534|182|0|200
2017/02/06|23:40:01|0.549|143|0|200
2017/02/06|23:50:02|0.530|171|0|200
2017/02/07|00:00:02|0.534|172|0|200
2017/02/07|00:10:01|0.546|142|0|200
2017/02/07|00:20:01|0.533|182|0|200
2017/02/07|00:30:01|0.611|172|129|200
2017/02/07|00:40:01|0.523|163|0|200
2017/02/07|00:50:01|0.531|125|0|200
2017/02/07|01:00:02|0.542|187|0|200
2017/02/07|01:12:01|0.534|140|0|200
2017/02/07|01:20:01|0.530|182|0|200
2017/02/07|01:30:01|0.528|223|0|200
2017/02/07|01:40:01|0.529|175|0|200
2017/02/07|01:50:01|0.534|282|0|200
2017/02/07|02:00:01|0.532|132|0|200
2017/02/07|02:10:01|0.541|157|0|200
2017/02/07|02:20:01|0.528|166|0|200
2017/02/07|02:30:02|0.554|122|0|200
2017/02/07|02:40:01|0.530|142|0|200
2017/02/07|02:50:01|0.543|119|0|200
2017/02/07|03:00:01|0.632|136|0|200
2017/02/07|03:10:02|0.523|252|0|200
2017/02/07|03:20:01|0.522|182|0|200
2017/02/07|03:30:01|0.538|175|0|200
2017/02/07|03:40:01|0.522|120|0|200
2017/02/07|03:50:01|0.522|128|0|200
2017/02/07|04:00:01|0.545|188|0|200
2017/02/07|04:10:01|0.540|132|0|200
2017/02/07|04:20:01|0.534|175|0|200
2017/02/07|04:30:01|0.523|172|0|200
2017/02/07|04:40:01|0.524|162|0|200
2017/02/07|04:50:01|0.528|172|0|200
2017/02/07|05:00:01|0.530|142|0|200
2017/02/07|05:10:01|0.533|165|0|200
2017/02/07|05:20:01|0.578|132|0|200
2017/02/07|05:30:01|0.530|141|0|200
2017/02/07|05:40:01|0.548|171|0|200
2017/02/07|05:50:01|0.523|132|0|200
2017/02/07|06:00:01|0.535|132|0|200
2017/02/07|06:10:01|0.391|196|484|200
2017/02/07|06:20:02|0.445|111|187|200
2017/02/07|06:30:02|0.517|124|131|200
2017/02/07|06:40:02|0.516|116|1681|200
2017/02/07|06:50:02|0.363|356|74|200
2017/02/07|07:00:01|0.397|161|480|200
2017/02/07|07:10:01|0.534|182|0|200
2017/02/07|07:20:01|0.533|181|0|200
2017/02/07|07:30:01|0.538|168|0|200
2017/02/07|07:40:01|0.535|183|0|200
2017/02/07|07:50:01|0.547|172|0|200
2017/02/07|08:00:02|0.524|142|0|200
2017/02/07|08:10:01|0.531|362|0|200
2017/02/07|08:20:02|0.552|132|0|200
2017/02/07|08:30:02|0.534|312|0|200
2017/02/07|08:40:01|0.535|142|0|200
2017/02/07|08:50:01|0.535|125|0|200
2017/02/07|09:00:01|0.532|201|0|200
2017/02/07|09:10:01|0.537|142|0|200
2017/02/07|09:20:01|0.538|188|0|200
2017/02/07|09:30:01|0.537|203|0|200
2017/02/07|09:40:01|0.547|206|0|200
2017/02/07|09:50:01|0.625|173|0|200
2017/02/07|10:00:01|0.536|181|0|200
2017/02/07|10:10:02|0.530|132|0|200
2017/02/07|10:20:02|0.620|240|0|200
2017/02/07|10:30:01|0.630|196|0|200
2017/02/07|10:40:01|0.540|132|0|200
2017/02/07|10:50:01|0.543|142|0|200
2017/02/07|11:00:01|0.537|241|0|200
2017/02/07|11:10:06|0.533|188|0|200
2017/02/07|11:20:01|0.624|422|0|200
2017/02/07|11:30:02|0.528|126|0|200
2017/02/07|11:40:01|0.533|139|0|200
2017/02/07|11:50:02|0.586|192|0|200
2017/02/07|12:00:02|0.534|142|0|200
2017/02/07|12:10:01|0.529|152|0|200
2017/02/07|12:20:02|0.539|170|0|200
2017/02/07|12:30:01|0.534|142|0|200
2017/02/07|12:40:01|0.555|192|0|200
2017/02/07|12:50:01|0.526|192|0|200
2017/02/07|13:00:02|0.537|187|0|200
2017/02/07|13:10:01|0.537|134|0|200
2017/02/07|13:20:01|0.633|272|0|200
2017/02/07|13:30:01|0.532|162|0|200
2017/02/07|13:40:01|0.519|221|0|200
2017/02/07|13:50:01|0.540|131|0|200
2017/02/07|14:00:01|0.529|152|0|200
2017/02/07|14:10:01|0.560|150|0|200
2017/02/07|14:20:01|0.536|182|0|200
2017/02/07|14:30:02|0.527|132|0|200
2017/02/07|14:40:01|0.531|122|0|200
2017/02/07|14:50:01|0.543|195|0|200
2017/02/07|15:00:01|0.628|138|0|200
2017/02/07|15:10:01|0.534|135|0|200
2017/02/07|15:20:01|0.545|132|0|200
2017/02/07|15:30:02|0.535|452|0|200
2017/02/07|15:40:02|0.534|160|0|200
2017/02/07|15:50:01|0.559|302|0|200
2017/02/07|16:00:01|0.537|178|0|200
2017/02/07|16:10:01|0.535|157|0|200
2017/02/07|16:20:01|0.534|212|0|200
2017/02/07|16:30:01|0.528|281|0|200
2017/02/07|16:40:02|0.534|314|0|200
2017/02/07|16:50:01|0.540|320|0|200
2017/02/07|17:00:01|0.524|206|0|200
2017/02/07|17:10:07|0.536|124|0|200
2017/02/07|17:20:01|0.528|182|0|200
2017/02/07|17:30:07|0.537|202|0|200
2017/02/07|17:40:01|0.538|127|0|200
2017/02/07|17:50:01|0.644|130|0|200
2017/02/07|18:00:01|0.544|131|0|200
2017/02/07|18:10:01|0.552|162|0|200
2017/02/07|18:20:01|0.646|252|0|200
2017/02/07|18:30:01|0.582|202|0|200
2017/02/07|18:40:01|0.539|118|0|200
2017/02/07|18:50:01|0.550|182|0|200
2017/02/07|19:00:01|0.538|161|0|200
2017/02/07|19:10:02|0.533|134|0|200
2017/02/07|19:20:01|0.525|171|0|200
2017/02/07|19:30:01|0.531|172|0|200
2017/02/07|19:40:01|0.535|172|0|200
2017/02/07|19:50:01|0.557|152|0|200
2017/02/07|20:00:01|0.533|125|0|200
2017/02/07|20:10:02|0.531|232|0|200
2017/02/07|20:20:01|0.532|312|0|200
2017/02/07|20:30:02|0.535|330|0|200
2017/02/07|20:40:01|0.539|163|0|200
2017/02/07|20:50:01|0.528|182|0|200
2017/02/07|21:00:01|0.551|123|0|200
